,sessionId,Hit@10,NDCG@10,Reward
0,19101.0,0.0,0.0,0.2
1,13430.0,1.0,0.7213475108146667,0.2
2,15389.0,0.0,0.0,0.2
3,7490.0,0.0,0.0,0.2
4,12844.0,1.0,0.9102392196655273,0.2
5,9107.0,1.0,1.4426950216293335,0.2
6,10037.0,0.0,0.0,0.2
7,2823.0,0.0,0.0,0.2
8,2550.0,0.0,0.0,1.0
9,8451.0,0.0,0.0,0.2
10,1666.0,1.0,1.4426950216293335,0.2
11,5624.0,1.0,0.7213475108146667,1.0
12,2985.0,0.0,0.0,0.2
13,14597.0,1.0,0.5138983130455017,0.2
14,6008.0,0.0,0.0,0.2
15,4228.0,1.0,0.5138983130455017,0.2
16,2877.0,1.0,0.7213475108146667,0.2
17,10263.0,1.0,0.6213349103927612,0.2
18,6125.0,1.0,0.5581105947494507,1.0
19,9267.0,0.0,0.0,0.2
20,176.0,1.0,0.9102392196655273,0.2
21,11517.0,1.0,0.9102392196655273,1.0
22,12060.0,1.0,1.4426950216293335,1.0
23,4585.0,1.0,1.4426950216293335,0.2
24,1337.0,0.0,0.0,0.2
25,7317.0,1.0,0.48089835047721863,0.2
26,13273.0,0.0,0.0,0.2
27,16659.0,0.0,0.0,0.2
28,12365.0,0.0,0.0,0.2
29,16069.0,1.0,0.48089835047721863,0.2
30,2679.0,1.0,0.9102392196655273,0.2
31,15512.0,0.0,0.0,0.2
32,18596.0,0.0,0.0,0.2
33,5844.0,1.0,0.7213475108146667,0.2
34,577.0,1.0,0.9102392196655273,0.2
35,2739.0,0.0,0.0,0.2
36,3154.0,0.0,0.0,1.0
37,10102.0,1.0,1.4426950216293335,0.2
38,13180.0,0.0,0.0,0.2
39,16134.0,1.0,0.9102392196655273,0.2
40,14986.0,0.0,0.0,0.2
41,15915.0,0.0,0.0,0.2
42,13274.0,0.0,0.0,0.2
43,3539.0,1.0,0.5581105947494507,0.2
44,2043.0,1.0,0.9102392196655273,1.0
45,1514.0,0.0,0.0,0.2
46,16326.0,1.0,0.48089835047721863,0.2
47,8299.0,0.0,0.0,1.0
48,10954.0,1.0,0.6213349103927612,0.2
49,8295.0,0.0,0.0,1.0
50,16824.0,1.0,0.4342944622039795,1.0
51,7075.0,1.0,0.5138983130455017,0.2
52,14045.0,1.0,0.48089835047721863,0.2
53,4828.0,1.0,0.7213475108146667,0.2
54,18301.0,1.0,0.5581105947494507,1.0
55,5655.0,1.0,0.9102392196655273,1.0
56,10503.0,0.0,0.0,0.2
57,16072.0,1.0,0.417032390832901,0.2
58,18655.0,1.0,0.9102392196655273,1.0
59,3146.0,0.0,0.0,0.2
60,2251.0,0.0,0.0,0.2
61,18474.0,0.0,0.0,0.2
62,17321.0,1.0,0.6213349103927612,0.2
63,7939.0,0.0,0.0,0.2
0,2782.0,0.0,0.0,1.0
1,10028.0,1.0,0.7213475108146667,1.0
2,3388.0,0.0,0.0,1.0
3,6883.0,0.0,0.0,0.2
4,11659.0,1.0,0.6213349103927612,1.0
5,14224.0,0.0,0.0,0.2
6,1760.0,1.0,0.7213475108146667,0.2
7,906.0,1.0,0.48089835047721863,0.2
8,10992.0,1.0,0.7213475108146667,0.2
9,13639.0,0.0,0.0,0.2
10,9543.0,1.0,0.6213349103927612,0.2
11,16864.0,0.0,0.0,0.2
12,3313.0,1.0,0.7213475108146667,0.2
13,9567.0,0.0,0.0,0.2
14,14848.0,0.0,0.0,0.2
15,8023.0,0.0,0.0,1.0
16,3886.0,0.0,0.0,1.0
17,10061.0,0.0,0.0,0.2
18,6783.0,1.0,1.4426950216293335,0.2
19,19076.0,1.0,0.9102392196655273,0.2
20,4774.0,1.0,0.5581105947494507,0.2
21,17333.0,0.0,0.0,0.2
22,14579.0,1.0,0.4342944622039795,0.2
23,12384.0,0.0,0.0,1.0
24,8880.0,1.0,0.5138983130455017,0.2
25,6580.0,0.0,0.0,0.2
26,4243.0,0.0,0.0,0.2
27,10231.0,1.0,0.45511960983276367,1.0
28,7054.0,1.0,0.9102392196655273,0.2
29,2840.0,0.0,0.0,0.2
30,5035.0,0.0,0.0,1.0
31,5979.0,0.0,0.0,1.0
32,5540.0,0.0,0.0,0.2
33,4988.0,0.0,0.0,1.0
34,17855.0,0.0,0.0,0.2
35,3682.0,0.0,0.0,0.2
36,13353.0,1.0,0.6213349103927612,1.0
37,2749.0,1.0,1.4426950216293335,0.2
38,10168.0,0.0,0.0,0.2
39,86.0,0.0,0.0,1.0
40,14455.0,1.0,0.9102392196655273,0.2
41,16998.0,0.0,0.0,0.2
42,4868.0,0.0,0.0,0.2
43,3290.0,0.0,0.0,1.0
44,5507.0,0.0,0.0,0.2
45,13333.0,0.0,0.0,0.2
46,9975.0,0.0,0.0,0.2
47,9096.0,0.0,0.0,0.2
48,4234.0,0.0,0.0,0.2
49,13004.0,0.0,0.0,1.0
50,7060.0,0.0,0.0,0.2
51,18498.0,0.0,0.0,0.2
52,16876.0,1.0,0.9102392196655273,1.0
53,11090.0,0.0,0.0,0.2
54,13039.0,1.0,0.9102392196655273,0.2
55,15279.0,1.0,0.6213349103927612,1.0
56,7706.0,0.0,0.0,0.2
57,12890.0,1.0,1.4426950216293335,1.0
58,4982.0,1.0,0.6213349103927612,0.2
59,13143.0,0.0,0.0,0.2
60,528.0,0.0,0.0,0.2
61,14995.0,0.0,0.0,0.2
62,12865.0,1.0,0.9102392196655273,0.2
63,14605.0,0.0,0.0,1.0
0,17752.0,0.0,0.0,0.2
1,14473.0,1.0,0.5581105947494507,1.0
2,2794.0,0.0,0.0,0.2
3,17592.0,0.0,0.0,0.2
4,15352.0,0.0,0.0,0.2
5,1456.0,1.0,0.5581105947494507,0.2
6,8563.0,0.0,0.0,0.2
7,9530.0,1.0,0.4342944622039795,0.2
8,17790.0,1.0,0.5138983130455017,0.2
9,15211.0,0.0,0.0,1.0
10,15749.0,1.0,0.48089835047721863,1.0
11,7819.0,1.0,0.7213475108146667,0.2
12,5383.0,1.0,0.45511960983276367,1.0
13,18188.0,0.0,0.0,0.2
14,5182.0,1.0,0.9102392196655273,0.2
15,4489.0,0.0,0.0,0.2
16,7003.0,1.0,0.7213475108146667,0.2
17,694.0,1.0,0.7213475108146667,1.0
18,9002.0,1.0,0.7213475108146667,0.2
19,8223.0,1.0,0.45511960983276367,1.0
20,9798.0,0.0,0.0,0.2
21,14358.0,0.0,0.0,1.0
22,8287.0,1.0,1.4426950216293335,0.2
23,3025.0,1.0,0.9102392196655273,1.0
24,12328.0,0.0,0.0,1.0
25,13417.0,1.0,0.5581105947494507,0.2
26,10512.0,1.0,1.4426950216293335,1.0
27,16773.0,1.0,0.6213349103927612,0.2
28,15966.0,0.0,0.0,0.2
29,9894.0,0.0,0.0,0.2
30,18206.0,1.0,0.6213349103927612,0.2
31,13153.0,1.0,0.417032390832901,1.0
32,17626.0,0.0,0.0,1.0
33,1557.0,0.0,0.0,0.2
34,9650.0,1.0,0.48089835047721863,0.2
35,8797.0,0.0,0.0,0.2
36,10038.0,1.0,0.5581105947494507,0.2
37,7707.0,0.0,0.0,1.0
38,17575.0,0.0,0.0,0.2
39,12549.0,1.0,1.4426950216293335,1.0
40,949.0,0.0,0.0,0.2
41,1130.0,0.0,0.0,0.2
42,482.0,0.0,0.0,0.2
43,11457.0,1.0,0.5138983130455017,0.2
44,4737.0,0.0,0.0,0.2
45,2471.0,1.0,1.4426950216293335,0.2
46,8339.0,0.0,0.0,0.2
47,1001.0,1.0,0.48089835047721863,1.0
48,14356.0,1.0,0.5581105947494507,1.0
49,2856.0,0.0,0.0,0.2
50,5131.0,0.0,0.0,0.2
51,12508.0,1.0,0.5581105947494507,1.0
52,11201.0,1.0,0.6213349103927612,0.2
53,8582.0,0.0,0.0,0.2
54,7885.0,1.0,0.5581105947494507,0.2
55,17119.0,0.0,0.0,0.2
56,10891.0,0.0,0.0,0.2
57,15439.0,0.0,0.0,1.0
58,18267.0,0.0,0.0,1.0
59,9841.0,0.0,0.0,0.2
60,7404.0,0.0,0.0,1.0
61,9538.0,0.0,0.0,0.2
62,92.0,0.0,0.0,1.0
63,1178.0,0.0,0.0,1.0
0,16036.0,1.0,0.6213349103927612,0.2
1,9912.0,1.0,0.45511960983276367,0.2
2,18363.0,0.0,0.0,0.2
3,14624.0,0.0,0.0,0.2
4,14931.0,1.0,0.5581105947494507,1.0
5,9875.0,0.0,0.0,0.2
6,15516.0,0.0,0.0,0.2
7,19083.0,1.0,0.7213475108146667,0.2
8,6223.0,0.0,0.0,0.2
9,6133.0,0.0,0.0,0.2
10,17576.0,0.0,0.0,0.2
11,231.0,1.0,0.5138983130455017,0.2
12,11997.0,1.0,0.7213475108146667,1.0
13,12444.0,0.0,0.0,0.2
14,15897.0,1.0,0.5138983130455017,0.2
15,13104.0,1.0,1.4426950216293335,1.0
16,1678.0,0.0,0.0,0.2
17,3165.0,0.0,0.0,0.2
18,3828.0,1.0,0.9102392196655273,0.2
19,232.0,0.0,0.0,0.2
20,6450.0,1.0,1.4426950216293335,0.2
21,16571.0,0.0,0.0,0.2
22,2369.0,1.0,1.4426950216293335,0.2
23,11525.0,1.0,1.4426950216293335,0.2
24,636.0,1.0,1.4426950216293335,0.2
25,10338.0,1.0,0.9102392196655273,0.2
26,10879.0,0.0,0.0,0.2
27,8441.0,1.0,0.45511960983276367,0.2
28,15447.0,1.0,0.48089835047721863,0.2
29,7533.0,1.0,0.5581105947494507,1.0
30,8207.0,1.0,0.5138983130455017,0.2
31,2343.0,1.0,0.5581105947494507,0.2
32,16993.0,0.0,0.0,0.2
33,9468.0,0.0,0.0,0.2
34,12684.0,0.0,0.0,1.0
35,11660.0,1.0,0.4342944622039795,0.2
36,16547.0,0.0,0.0,0.2
37,11222.0,1.0,1.4426950216293335,0.2
38,12231.0,1.0,0.5581105947494507,0.2
39,18899.0,0.0,0.0,1.0
40,9567.0,0.0,0.0,0.2
41,3817.0,1.0,1.4426950216293335,0.2
42,14596.0,0.0,0.0,1.0
43,3709.0,0.0,0.0,0.2
44,4295.0,0.0,0.0,0.2
45,8427.0,0.0,0.0,0.2
46,2726.0,1.0,0.9102392196655273,0.2
47,3787.0,1.0,0.9102392196655273,0.2
48,11519.0,0.0,0.0,0.2
49,5356.0,1.0,0.5581105947494507,0.2
50,2705.0,0.0,0.0,0.2
51,13515.0,1.0,0.9102392196655273,0.2
52,3701.0,1.0,0.417032390832901,0.2
53,12128.0,1.0,0.48089835047721863,0.2
54,128.0,0.0,0.0,0.2
55,417.0,1.0,1.4426950216293335,0.2
56,13326.0,0.0,0.0,0.2
57,11457.0,0.0,0.0,0.2
58,10944.0,0.0,0.0,1.0
59,6131.0,1.0,0.7213475108146667,0.2
60,11011.0,0.0,0.0,0.2
61,156.0,0.0,0.0,0.2
62,12396.0,1.0,0.4342944622039795,1.0
63,18124.0,0.0,0.0,1.0
0,1488.0,1.0,1.4426950216293335,0.2
1,2560.0,0.0,0.0,0.2
2,13997.0,0.0,0.0,0.2
3,9595.0,0.0,0.0,0.2
4,10910.0,0.0,0.0,0.2
5,1460.0,1.0,1.4426950216293335,1.0
6,12713.0,0.0,0.0,0.2
7,1125.0,0.0,0.0,0.2
8,10225.0,0.0,0.0,1.0
9,1762.0,0.0,0.0,0.2
10,5401.0,0.0,0.0,0.2
11,11566.0,1.0,1.4426950216293335,1.0
12,18213.0,0.0,0.0,0.2
13,14293.0,0.0,0.0,0.2
14,3373.0,1.0,0.417032390832901,0.2
15,15173.0,1.0,1.4426950216293335,0.2
16,13823.0,1.0,0.5581105947494507,1.0
17,3262.0,0.0,0.0,0.2
18,2715.0,1.0,1.4426950216293335,0.2
19,9712.0,0.0,0.0,0.2
20,3922.0,1.0,0.5138983130455017,0.2
21,2126.0,0.0,0.0,0.2
22,17390.0,0.0,0.0,0.2
23,14556.0,0.0,0.0,0.2
24,1618.0,0.0,0.0,0.2
25,7478.0,1.0,0.7213475108146667,0.2
26,15642.0,0.0,0.0,1.0
27,9560.0,0.0,0.0,0.2
28,14311.0,0.0,0.0,1.0
29,4278.0,0.0,0.0,0.2
30,14962.0,1.0,0.9102392196655273,0.2
31,15403.0,0.0,0.0,1.0
32,10080.0,0.0,0.0,0.2
33,500.0,0.0,0.0,0.2
34,10165.0,0.0,0.0,1.0
35,2004.0,1.0,1.4426950216293335,0.2
36,12888.0,0.0,0.0,0.2
37,11354.0,0.0,0.0,0.2
38,2458.0,1.0,0.7213475108146667,0.2
39,1927.0,1.0,1.4426950216293335,0.2
40,1733.0,1.0,0.5581105947494507,0.2
41,110.0,0.0,0.0,0.2
42,5684.0,1.0,0.7213475108146667,1.0
43,1372.0,1.0,0.6213349103927612,0.2
44,12827.0,1.0,0.7213475108146667,1.0
45,2545.0,1.0,0.9102392196655273,0.2
46,4091.0,0.0,0.0,0.2
47,1604.0,1.0,0.7213475108146667,0.2
48,13723.0,0.0,0.0,0.2
49,16379.0,0.0,0.0,0.2
50,16199.0,0.0,0.0,0.2
51,11694.0,0.0,0.0,0.2
52,14827.0,1.0,0.45511960983276367,0.2
53,9395.0,1.0,1.4426950216293335,1.0
54,1645.0,1.0,0.4342944622039795,0.2
55,365.0,1.0,1.4426950216293335,0.2
56,7597.0,1.0,0.9102392196655273,0.2
57,4408.0,0.0,0.0,0.2
58,403.0,0.0,0.0,0.2
59,18459.0,0.0,0.0,1.0
60,5401.0,0.0,0.0,0.2
61,13088.0,1.0,0.7213475108146667,0.2
62,13769.0,0.0,0.0,0.2
63,14431.0,0.0,0.0,0.2
0,13652.0,0.0,0.0,0.2
1,12391.0,0.0,0.0,0.2
2,2368.0,1.0,1.4426950216293335,1.0
3,15859.0,1.0,0.48089835047721863,1.0
4,7399.0,1.0,1.4426950216293335,0.2
5,7555.0,1.0,1.4426950216293335,0.2
6,11189.0,0.0,0.0,0.2
7,8391.0,0.0,0.0,0.2
8,4020.0,1.0,0.6213349103927612,0.2
9,2521.0,0.0,0.0,0.2
10,148.0,1.0,0.48089835047721863,1.0
11,13118.0,1.0,0.48089835047721863,0.2
12,10218.0,0.0,0.0,0.2
13,18929.0,0.0,0.0,0.2
14,16457.0,0.0,0.0,1.0
15,2988.0,1.0,0.7213475108146667,1.0
16,14831.0,0.0,0.0,0.2
17,4585.0,1.0,0.5581105947494507,1.0
18,6830.0,0.0,0.0,0.2
19,13376.0,0.0,0.0,1.0
20,13106.0,1.0,0.48089835047721863,0.2
21,11150.0,1.0,1.4426950216293335,1.0
22,18959.0,0.0,0.0,0.2
23,2992.0,0.0,0.0,0.2
24,10839.0,0.0,0.0,1.0
25,5776.0,0.0,0.0,0.2
26,9531.0,0.0,0.0,0.2
27,1192.0,1.0,0.9102392196655273,0.2
28,10524.0,0.0,0.0,0.2
29,3259.0,1.0,1.4426950216293335,0.2
30,9949.0,0.0,0.0,0.2
31,14775.0,1.0,0.45511960983276367,0.2
32,10633.0,0.0,0.0,0.2
33,6102.0,1.0,1.4426950216293335,0.2
34,10804.0,1.0,0.417032390832901,0.2
35,9393.0,0.0,0.0,1.0
36,1041.0,0.0,0.0,0.2
37,16478.0,0.0,0.0,0.2
38,17502.0,1.0,0.7213475108146667,0.2
39,10370.0,0.0,0.0,0.2
40,1787.0,0.0,0.0,1.0
41,11992.0,0.0,0.0,0.2
42,6414.0,1.0,0.5581105947494507,0.2
43,2714.0,1.0,0.48089835047721863,0.2
44,2294.0,1.0,0.9102392196655273,0.2
45,18420.0,1.0,0.6213349103927612,1.0
46,363.0,0.0,0.0,0.2
47,13809.0,0.0,0.0,0.2
48,13848.0,0.0,0.0,1.0
49,12363.0,1.0,1.4426950216293335,0.2
50,16368.0,0.0,0.0,0.2
51,15870.0,1.0,0.48089835047721863,1.0
52,5491.0,0.0,0.0,0.2
53,8042.0,0.0,0.0,0.2
54,6235.0,0.0,0.0,0.2
55,5963.0,0.0,0.0,0.2
56,5676.0,0.0,0.0,0.2
57,10053.0,0.0,0.0,0.2
58,16379.0,1.0,0.45511960983276367,0.2
59,7494.0,0.0,0.0,0.2
60,15793.0,1.0,0.7213475108146667,0.2
61,12931.0,0.0,0.0,1.0
62,9059.0,0.0,0.0,0.2
63,1124.0,1.0,1.4426950216293335,0.2
0,10952.0,1.0,1.4426950216293335,1.0
1,4534.0,0.0,0.0,0.2
2,15276.0,0.0,0.0,0.2
3,644.0,0.0,0.0,1.0
4,904.0,1.0,1.4426950216293335,0.2
5,9461.0,0.0,0.0,1.0
6,7985.0,1.0,0.48089835047721863,0.2
7,10481.0,1.0,0.48089835047721863,0.2
8,1141.0,1.0,0.48089835047721863,0.2
9,11025.0,0.0,0.0,0.2
10,15238.0,0.0,0.0,0.2
11,2369.0,1.0,0.48089835047721863,0.2
12,5326.0,1.0,0.6213349103927612,0.2
13,2304.0,0.0,0.0,1.0
14,17583.0,0.0,0.0,0.2
15,17911.0,1.0,0.5138983130455017,0.2
16,11906.0,1.0,0.48089835047721863,1.0
17,9967.0,0.0,0.0,1.0
18,13316.0,1.0,1.4426950216293335,0.2
19,4169.0,1.0,0.48089835047721863,0.2
20,6251.0,1.0,0.45511960983276367,0.2
21,1339.0,1.0,0.9102392196655273,0.2
22,2776.0,1.0,0.7213475108146667,0.2
23,9668.0,0.0,0.0,0.2
24,9470.0,1.0,0.9102392196655273,0.2
25,17934.0,0.0,0.0,0.2
26,18347.0,0.0,0.0,0.2
27,13073.0,0.0,0.0,0.2
28,2173.0,1.0,0.9102392196655273,1.0
29,265.0,1.0,0.48089835047721863,0.2
30,18040.0,0.0,0.0,0.2
31,1887.0,1.0,0.9102392196655273,1.0
32,13442.0,1.0,0.9102392196655273,0.2
33,5752.0,0.0,0.0,0.2
34,12204.0,0.0,0.0,0.2
35,12535.0,1.0,0.5138983130455017,1.0
36,16147.0,1.0,0.48089835047721863,0.2
37,16798.0,0.0,0.0,0.2
38,4953.0,0.0,0.0,0.2
39,17290.0,0.0,0.0,0.2
40,8900.0,0.0,0.0,0.2
41,8721.0,0.0,0.0,0.2
42,13588.0,0.0,0.0,0.2
43,512.0,1.0,0.9102392196655273,0.2
44,11375.0,1.0,1.4426950216293335,1.0
45,8811.0,0.0,0.0,0.2
46,7277.0,0.0,0.0,0.2
47,16772.0,1.0,0.9102392196655273,0.2
48,13973.0,1.0,0.45511960983276367,1.0
49,7037.0,0.0,0.0,1.0
50,2119.0,1.0,0.9102392196655273,1.0
51,14379.0,0.0,0.0,0.2
52,13784.0,0.0,0.0,0.2
53,8275.0,0.0,0.0,0.2
54,15095.0,1.0,0.9102392196655273,0.2
55,12132.0,1.0,0.9102392196655273,0.2
56,10286.0,0.0,0.0,0.2
57,9397.0,0.0,0.0,0.2
58,10313.0,0.0,0.0,0.2
59,10348.0,0.0,0.0,0.2
60,17718.0,1.0,0.5138983130455017,0.2
61,17225.0,0.0,0.0,0.2
62,10529.0,1.0,0.9102392196655273,1.0
63,6348.0,0.0,0.0,1.0
0,4422.0,1.0,0.9102392196655273,1.0
1,7554.0,1.0,0.417032390832901,0.2
2,11664.0,1.0,0.9102392196655273,0.2
3,1997.0,0.0,0.0,0.2
4,19064.0,1.0,0.9102392196655273,1.0
5,12313.0,1.0,1.4426950216293335,0.2
6,7131.0,0.0,0.0,0.2
7,14228.0,0.0,0.0,0.2
8,15495.0,1.0,1.4426950216293335,1.0
9,10324.0,1.0,0.6213349103927612,0.2
10,18623.0,0.0,0.0,1.0
11,13923.0,1.0,0.5581105947494507,0.2
12,397.0,0.0,0.0,0.2
13,13105.0,1.0,1.4426950216293335,1.0
14,1258.0,1.0,0.5138983130455017,0.2
15,5692.0,1.0,0.5138983130455017,1.0
16,12985.0,0.0,0.0,1.0
17,14620.0,1.0,0.9102392196655273,1.0
18,11582.0,1.0,0.7213475108146667,0.2
19,4014.0,0.0,0.0,1.0
20,2927.0,0.0,0.0,0.2
21,11499.0,1.0,0.45511960983276367,0.2
22,928.0,0.0,0.0,1.0
23,5610.0,1.0,0.5138983130455017,0.2
24,5333.0,0.0,0.0,0.2
25,16704.0,1.0,0.7213475108146667,0.2
26,7767.0,1.0,0.45511960983276367,0.2
27,14865.0,0.0,0.0,0.2
28,11627.0,0.0,0.0,0.2
29,18753.0,1.0,0.6213349103927612,1.0
30,1597.0,0.0,0.0,1.0
31,2039.0,1.0,0.5138983130455017,0.2
32,9227.0,1.0,0.6213349103927612,1.0
33,8345.0,0.0,0.0,0.2
34,14507.0,1.0,0.4342944622039795,0.2
35,10184.0,0.0,0.0,1.0
36,14536.0,1.0,1.4426950216293335,0.2
37,17840.0,0.0,0.0,0.2
38,10794.0,0.0,0.0,0.2
39,3707.0,1.0,1.4426950216293335,1.0
40,3734.0,1.0,0.9102392196655273,0.2
41,9111.0,0.0,0.0,0.2
42,7423.0,1.0,1.4426950216293335,0.2
43,9114.0,0.0,0.0,1.0
44,6075.0,1.0,0.5581105947494507,0.2
45,12579.0,0.0,0.0,0.2
46,14951.0,1.0,1.4426950216293335,0.2
47,6820.0,1.0,0.5581105947494507,0.2
48,8931.0,0.0,0.0,0.2
49,17945.0,1.0,1.4426950216293335,1.0
50,13072.0,0.0,0.0,1.0
51,9946.0,0.0,0.0,0.2
52,13197.0,1.0,0.9102392196655273,0.2
53,1539.0,0.0,0.0,0.2
54,2870.0,0.0,0.0,0.2
55,15721.0,1.0,0.7213475108146667,0.2
56,41.0,1.0,0.5138983130455017,0.2
57,7207.0,0.0,0.0,0.2
58,15548.0,1.0,0.9102392196655273,1.0
59,6241.0,1.0,1.4426950216293335,0.2
60,9487.0,0.0,0.0,0.2
61,14400.0,0.0,0.0,0.2
62,5048.0,1.0,0.9102392196655273,0.2
63,4349.0,0.0,0.0,0.2
0,9574.0,0.0,0.0,1.0
1,12654.0,1.0,1.4426950216293335,1.0
2,9295.0,1.0,0.7213475108146667,1.0
3,16337.0,1.0,1.4426950216293335,0.2
